Year,Month,NumCases,Relationship_Acquaintance,Relationship_Boyfriend,Relationship_Boyfriend/Girlfriend,Relationship_Brother,Relationship_Common-Law Husband,Relationship_Common-Law Wife,Relationship_Daughter,Relationship_Employee,Relationship_Employer,Relationship_Ex-Husband,Relationship_Ex-Wife,Relationship_Family,Relationship_Father,Relationship_Friend,Relationship_Girlfriend,Relationship_Husband,Relationship_In-Law,Relationship_Mother,Relationship_Neighbor,Relationship_Sister,Relationship_Son,Relationship_Stepdaughter,Relationship_Stepfather,Relationship_Stepmother,Relationship_Stepson,Relationship_Stranger,Relationship_Unknown,Relationship_Wife,Crime Solved_No,Crime Solved_Yes,Crime Type_Manslaughter by Negligence,Crime Type_Murder or Manslaughter,Victim Race_Asian/Pacific Islander,Victim Race_Black,Victim Race_Native American/Alaska Native,Victim Race_Unknown,Victim Race_White,Perpetrator Sex_Female,Perpetrator Sex_Male,Perpetrator Sex_Unknown,Weapon_Blunt Object,Weapon_Drowning,Weapon_Drugs,Weapon_Explosives,Weapon_Fall,Weapon_Fire,Weapon_Firearm,Weapon_Gun,Weapon_Handgun,Weapon_Knife,Weapon_Poison,Weapon_Rifle,Weapon_Shotgun,Weapon_Strangulation,Weapon_Suffocation,Weapon_Unknown,Victim Sex_Female,Victim Sex_Male,Victim Sex_Unknown,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhodes Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Perpetrator Race_Asian/Pacific Islander,Perpetrator Race_Black,Perpetrator Race_Native American/Alaska Native,Perpetrator Race_Unknown,Perpetrator Race_White,Perpetrator Count,Victim Count
1982,7,1828,454,33,6,18,13,6,18,0,2,6,8,30,10,44,39,53,15,5,31,8,29,4,5,1,1,280,635,74,500,1328,25,1803,22,769,8,7,1022,206,1122,500,207,8,1,1,0,41,69,2,850,338,1,92,109,35,10,64,447,1380,1,58,1,19,9,260,13,24,9,16,112,46,5,0,108,23,4,13,22,50,2,36,18,77,9,11,49,0,0,15,1,38,12,193,42,0,75,30,14,57,2,30,2,33,192,5,1,45,17,9,19,2,10,614,6,508,690,219,310
1982,8,1832,441,24,10,20,8,20,16,0,1,7,6,36,11,52,28,47,17,6,37,6,26,1,8,0,0,290,637,77,506,1326,18,1814,16,748,16,11,1041,177,1149,506,213,6,4,0,0,5,93,10,792,356,3,103,140,40,9,58,393,1438,1,43,6,17,11,259,20,13,2,15,122,42,5,1,115,29,3,22,29,63,5,31,18,97,14,15,45,0,3,14,0,35,11,170,47,2,53,32,9,67,3,26,1,38,203,8,1,26,20,7,10,4,12,596,13,514,697,251,300
1982,9,1777,413,20,4,18,10,9,16,3,0,4,11,31,8,54,37,39,20,11,21,5,47,3,5,1,4,251,646,86,477,1300,19,1758,14,747,17,7,992,174,1126,477,206,5,2,1,1,58,53,3,752,356,5,105,134,35,11,50,453,1324,0,35,5,25,18,288,14,8,1,24,111,40,3,3,83,32,9,8,23,45,1,40,19,77,13,19,46,0,4,8,0,37,7,203,37,0,58,33,12,73,3,35,0,35,156,7,0,37,16,9,13,4,15,605,10,492,655,195,440
1982,10,1704,426,19,5,18,11,9,20,3,2,1,5,31,12,73,34,36,19,6,26,2,16,3,4,0,3,281,567,72,445,1259,22,1682,15,727,15,12,935,159,1100,445,219,3,1,1,1,27,69,3,739,329,4,101,112,27,8,60,419,1281,4,34,1,25,15,254,10,19,0,20,118,62,2,2,82,32,2,14,22,48,1,31,17,67,5,18,31,0,4,10,3,41,5,180,63,1,74,37,13,47,4,32,0,36,138,2,1,43,14,9,11,4,11,580,13,454,646,245,146
1982,11,1590,416,23,8,10,11,7,11,1,5,3,12,30,18,44,28,35,20,16,16,1,37,3,3,0,2,264,519,47,425,1165,33,1557,22,651,10,9,898,156,1009,425,177,2,2,0,0,12,69,0,681,330,2,102,122,29,12,50,338,1251,1,23,12,18,15,221,20,11,3,12,96,35,2,1,86,31,14,8,30,55,5,44,17,78,5,24,32,0,3,6,1,34,6,154,51,0,52,31,13,49,7,20,3,25,152,2,1,40,13,10,15,4,12,514,6,434,624,226,210
1982,12,1614,404,23,4,29,11,12,17,1,0,5,2,26,24,56,29,44,16,20,25,2,25,0,5,2,2,253,510,67,436,1178,23,1591,24,694,16,6,874,187,991,436,158,3,1,1,0,14,99,3,681,344,0,84,123,35,13,55,398,1215,1,35,8,21,19,245,21,11,4,10,127,44,1,1,91,32,3,15,24,73,3,40,19,85,9,23,39,0,4,11,1,43,10,39,47,1,56,30,11,73,1,38,1,28,145,3,0,35,15,7,12,0,14,553,15,444,588,181,134
1983,1,1629,377,26,8,19,13,6,16,0,2,0,4,27,15,87,42,48,13,8,31,1,34,0,6,1,3,250,549,43,420,1209,11,1618,22,721,4,8,874,181,1028,420,189,2,2,0,0,18,61,2,721,343,3,73,116,31,13,55,347,1280,2,26,5,19,19,274,19,11,3,18,117,37,3,3,86,17,9,12,23,44,1,27,19,89,6,17,29,2,4,9,1,37,7,142,41,0,42,32,9,41,0,36,1,21,192,4,1,43,9,10,10,2,15,582,4,427,601,287,138
1983,2,1487,366,22,3,18,14,6,14,2,3,1,6,28,6,52,33,43,22,10,11,4,20,3,3,0,9,265,453,70,367,1120,13,1474,36,618,9,9,815,161,959,367,153,5,2,0,0,21,61,1,683,303,0,68,112,31,13,34,340,1145,2,36,3,15,16,195,16,12,3,16,114,35,5,1,77,14,5,13,22,55,2,32,19,65,9,18,32,2,0,7,2,32,8,130,53,2,53,30,9,50,2,26,0,13,163,2,0,21,32,10,7,3,23,511,11,382,560,186,228
1983,3,1653,402,27,4,26,17,10,13,1,0,2,9,27,17,76,41,47,15,14,15,0,29,0,6,0,3,255,526,71,409,1244,22,1631,13,744,12,4,880,187,1057,409,193,2,1,1,1,23,52,2,765,328,3,78,117,31,8,48,396,1256,1,32,15,14,28,220,19,8,1,25,122,31,4,3,87,24,11,8,23,45,3,21,11,66,7,19,41,2,3,12,1,38,9,186,42,4,54,22,11,53,0,33,0,32,180,3,0,41,18,12,7,2,11,591,12,413,626,232,220
1983,4,1600,408,23,5,19,7,12,33,2,1,2,9,29,7,71,31,41,14,17,22,3,27,2,1,1,0,272,465,76,377,1223,24,1576,17,680,12,3,888,176,1047,377,183,4,1,0,1,20,78,4,669,329,4,72,118,40,15,62,372,1227,1,45,6,15,11,234,19,9,4,11,115,40,5,2,77,12,6,9,11,49,0,42,11,63,5,15,31,3,3,10,1,39,8,200,42,1,42,20,6,48,3,28,1,23,197,4,3,40,13,3,12,3,15,551,8,384,642,223,154
1983,5,1624,387,20,7,24,9,7,20,0,4,9,5,27,12,61,42,36,11,8,31,2,32,1,5,0,4,279,500,81,420,1204,14,1610,22,674,11,6,911,172,1032,420,214,1,0,0,3,18,50,1,707,347,0,70,121,31,15,46,395,1228,1,32,5,22,12,236,18,9,1,16,99,44,5,2,83,23,3,12,17,49,1,38,17,88,6,16,33,1,2,10,1,30,10,184,45,1,53,21,6,49,5,32,2,18,194,8,0,25,17,9,13,1,18,529,10,430,637,192,116
1983,6,1479,407,13,4,19,18,18,14,0,1,5,4,32,8,50,20,49,23,11,21,5,28,1,6,1,3,237,426,55,349,1130,24,1455,22,643,14,8,792,151,979,349,173,1,2,1,1,21,65,1,629,315,3,72,97,35,9,54,345,1133,1,40,5,10,8,205,21,7,4,10,111,41,9,4,88,22,5,13,29,51,1,21,15,60,2,18,29,0,1,11,1,24,6,141,31,0,36,24,9,50,4,23,2,20,202,5,0,35,11,4,9,1,13,527,13,360,566,206,98
1983,7,1732,437,28,10,29,17,10,18,3,1,2,8,33,12,67,33,51,33,8,32,3,21,0,5,0,2,272,507,90,424,1308,19,1713,24,730,18,14,946,195,1113,424,218,2,3,1,0,20,35,1,776,382,1,87,122,17,8,59,385,1344,3,35,5,16,12,248,14,16,2,21,95,40,3,7,124,26,4,12,22,56,1,32,18,66,4,19,34,3,2,8,4,42,5,185,39,3,50,17,6,53,4,27,0,18,239,10,0,33,20,7,20,5,16,570,6,433,707,235,220
1983,8,1735,404,22,4,25,13,12,13,1,0,7,8,19,14,67,36,56,9,16,19,9,35,6,9,0,1,313,553,64,478,1257,16,1719,27,714,13,10,971,199,1058,478,199,4,3,0,0,12,56,0,780,377,3,90,107,28,15,61,418,1317,0,25,5,28,16,268,20,12,4,7,97,37,1,3,122,23,4,17,30,49,1,37,20,85,5,16,24,5,4,13,1,39,6,167,46,0,54,28,13,45,2,30,1,21,209,10,1,40,21,5,16,2,17,552,6,490,670,243,132
1983,9,1679,428,26,5,19,9,14,14,1,1,4,9,21,15,63,33,45,10,7,22,5,39,0,3,4,5,301,507,69,426,1253,21,1658,17,717,11,13,921,172,1081,426,215,11,4,1,0,8,44,2,748,362,2,72,111,37,12,50,397,1279,3,17,8,26,19,235,17,14,1,14,106,36,9,3,104,29,5,14,29,50,3,29,22,72,13,10,37,2,9,11,0,43,7,190,40,0,33,22,11,58,2,29,0,23,211,3,0,30,17,7,7,2,12,585,15,433,634,222,154
1983,10,1609,403,18,7,25,14,5,20,0,0,3,7,33,9,65,34,35,17,11,19,1,26,5,4,0,3,275,508,62,452,1157,20,1589,34,635,14,9,917,160,997,452,206,3,1,1,1,19,52,2,723,341,0,54,120,30,5,51,371,1235,3,30,5,20,23,242,20,8,1,17,88,30,7,4,101,20,11,13,20,36,5,40,18,69,2,16,20,1,6,9,3,25,6,170,51,1,48,23,13,54,6,23,0,27,198,2,1,31,24,11,8,2,19,497,9,461,623,177,162
1983,11,1513,331,22,6,19,11,12,22,2,1,2,11,20,12,82,41,49,6,8,20,5,20,0,6,0,4,265,458,78,448,1065,22,1491,16,623,17,3,854,154,911,448,176,4,3,0,1,15,38,1,710,322,1,72,90,33,6,41,381,1132,0,19,6,18,19,222,21,13,2,17,111,24,4,2,96,37,2,11,17,48,6,23,14,76,4,16,36,1,5,6,0,29,2,145,46,0,54,17,10,52,2,22,3,18,162,3,0,33,19,7,11,2,13,475,13,452,560,181,126
1983,12,1913,463,28,5,17,12,7,14,2,4,2,5,29,23,89,25,42,18,19,26,6,30,2,3,1,2,371,600,68,568,1345,21,1892,14,875,19,5,1000,199,1146,568,235,7,0,0,0,23,46,5,921,371,3,82,139,32,6,43,468,1443,2,35,6,22,16,251,10,11,1,16,87,29,2,2,83,22,5,12,26,48,5,44,13,103,5,18,42,1,5,12,4,37,7,246,45,3,70,16,10,60,2,24,1,159,205,2,0,33,25,12,15,5,8,661,7,581,656,220,202
1984,1,1523,370,23,10,14,4,10,16,1,1,2,4,28,18,63,38,34,10,17,17,8,21,0,9,0,5,306,425,69,417,1106,19,1504,14,628,8,13,860,138,968,417,198,4,2,2,0,19,38,1,723,306,2,71,97,27,5,28,374,1144,5,39,2,16,11,267,25,12,3,21,96,43,4,2,25,30,4,11,18,41,0,28,8,82,1,17,25,2,4,12,0,35,1,162,39,2,48,24,7,49,3,37,0,15,169,2,1,41,21,10,7,1,9,474,11,419,610,232,152
1984,2,1390,348,27,6,19,5,8,23,3,1,3,6,22,8,62,32,37,6,15,22,3,20,1,6,0,4,240,404,59,352,1038,23,1367,16,581,18,9,766,137,901,352,175,6,1,0,1,12,42,1,632,273,1,57,107,23,10,49,327,1060,3,28,6,20,7,173,13,12,1,17,105,53,1,2,19,20,11,7,18,37,1,38,20,81,5,26,35,2,1,6,4,28,4,140,45,0,55,18,12,56,2,26,0,15,137,9,2,40,17,6,7,2,13,472,16,362,527,220,114
1984,3,1492,366,18,9,24,12,7,15,0,0,4,6,32,12,70,33,31,17,4,17,7,19,4,6,1,1,285,426,66,410,1082,17,1475,21,610,8,11,842,157,925,410,160,1,7,0,2,18,43,2,689,320,0,62,103,25,7,53,376,1113,3,24,5,15,19,213,16,10,2,11,124,53,3,2,21,27,5,12,14,58,0,25,19,80,4,12,23,0,6,4,2,38,5,151,46,0,43,22,8,57,1,33,1,20,175,6,1,38,20,6,11,1,15,468,8,418,583,198,106
1984,4,1473,348,32,9,18,12,15,11,4,2,6,0,20,8,60,42,40,13,13,16,9,27,0,4,0,7,285,408,64,389,1084,29,1444,19,595,11,14,834,162,922,389,170,7,0,0,0,14,40,1,687,292,1,72,93,25,13,58,386,1083,4,29,3,27,17,242,15,6,2,11,102,42,2,2,31,15,4,7,17,41,2,31,23,70,3,18,22,6,6,8,0,25,6,153,47,0,46,18,15,33,2,19,1,17,190,10,0,37,29,5,14,2,15,472,11,398,577,179,258
1984,5,1413,337,25,6,21,11,8,19,2,0,3,3,23,12,49,29,28,13,19,27,7,20,1,8,0,2,271,401,68,374,1039,14,1399,21,581,6,9,796,153,886,374,188,5,1,0,1,21,39,2,613,290,2,73,91,26,12,49,374,1033,6,31,12,27,9,230,14,8,3,17,108,38,4,2,26,20,3,7,11,50,0,28,19,80,8,16,24,1,3,9,0,26,8,141,35,2,51,21,13,35,2,28,2,13,152,1,3,34,14,6,16,2,12,452,3,375,571,157,154
1984,6,1388,410,25,3,18,9,4,17,2,0,3,7,25,13,60,29,28,13,9,16,4,14,0,4,2,3,233,376,61,331,1057,15,1373,12,530,6,8,832,152,905,331,174,4,3,2,1,17,31,1,650,284,0,56,83,31,9,42,358,1029,1,23,2,18,16,207,8,12,0,13,111,39,2,4,20,29,5,4,22,36,3,24,14,56,2,10,36,3,5,11,1,30,8,152,51,1,41,23,12,37,2,14,0,18,206,3,1,27,12,7,6,1,7,461,9,339,572,159,116
1984,7,1555,432,17,7,19,8,2,16,3,1,4,4,24,7,69,36,34,19,8,22,5,15,4,3,1,4,320,413,58,391,1164,26,1529,23,606,11,11,904,155,1009,391,170,3,4,1,0,26,56,4,682,308,0,93,112,31,9,56,362,1192,1,27,3,28,23,244,21,13,1,14,106,39,8,4,19,22,3,4,34,47,1,30,29,75,6,14,36,4,6,6,0,31,7,149,43,0,48,29,14,45,3,22,3,20,189,4,0,31,25,11,10,4,16,470,4,408,657,212,400
1984,8,1565,419,26,9,14,10,5,15,0,1,1,8,21,11,64,39,32,12,10,32,3,18,6,4,0,3,306,440,56,427,1138,24,1541,17,621,11,11,905,166,972,427,183,9,2,0,2,12,75,2,668,326,0,73,123,27,12,51,387,1173,5,39,7,21,22,276,14,11,3,11,105,39,1,5,19,28,6,6,21,40,4,29,16,83,7,10,35,4,5,10,1,40,14,139,33,0,38,16,10,56,7,29,0,17,190,8,2,51,20,7,9,1,10,485,10,433,627,200,116
1984,9,1505,385,25,6,23,16,5,18,0,0,1,4,17,8,48,33,46,13,9,16,7,26,0,7,0,2,292,431,67,414,1091,18,1487,20,624,18,11,832,169,922,414,173,5,3,1,0,11,51,2,673,322,0,72,103,23,10,56,356,1146,3,41,6,16,16,272,13,8,2,12,90,37,3,6,12,20,3,9,32,42,3,29,12,61,8,13,28,3,8,9,3,31,8,152,37,2,41,28,14,53,4,20,1,19,206,0,3,40,11,6,10,2,16,511,14,419,545,216,142
1984,10,1547,399,19,6,22,8,6,23,1,1,6,3,34,17,44,37,31,18,7,13,4,27,3,9,0,0,299,437,73,418,1129,9,1538,19,623,13,11,881,128,1001,418,181,4,3,1,0,32,51,2,653,324,0,70,119,29,16,62,406,1140,1,26,1,29,15,280,10,7,2,15,109,42,1,2,24,25,4,8,22,46,4,41,7,80,10,10,25,2,5,4,0,40,7,121,37,0,52,26,16,38,1,32,0,35,202,1,0,46,15,8,11,3,13,481,8,425,620,190,252
1984,11,1543,365,16,5,27,11,5,9,1,4,2,8,23,13,70,43,27,17,3,15,2,21,5,7,2,4,300,469,69,447,1096,26,1517,23,681,7,11,821,128,968,447,185,2,1,1,0,13,66,1,701,289,0,75,125,33,4,47,349,1192,2,34,3,14,15,248,21,9,1,19,137,50,3,4,16,24,3,10,18,40,0,42,12,86,2,7,23,3,4,12,1,40,7,162,51,1,32,20,11,50,3,30,2,26,174,5,0,31,21,4,12,0,12,520,3,462,546,241,156
1984,12,1699,453,20,4,31,15,8,23,0,3,3,1,24,12,68,37,38,10,12,12,4,17,2,0,1,5,342,473,81,478,1221,15,1684,27,740,9,17,906,154,1067,478,202,3,0,0,0,11,101,0,738,341,0,78,133,22,11,59,406,1290,3,41,2,17,13,236,22,8,4,14,126,36,2,2,22,21,5,11,16,43,3,30,17,65,20,12,32,2,1,6,0,35,4,207,31,5,48,19,15,52,2,29,0,128,218,0,1,41,11,12,11,1,14,533,6,490,656,234,144
1985,1,1528,405,25,3,24,8,10,29,0,0,3,8,26,14,55,55,39,18,11,20,4,28,2,2,0,4,252,423,60,381,1147,29,1499,23,647,7,10,841,146,1001,381,205,8,0,0,1,32,50,2,655,289,0,85,126,25,7,43,404,1123,1,38,3,16,19,243,19,13,1,12,110,45,2,0,25,27,3,9,17,34,0,25,17,93,7,21,37,2,8,8,1,32,15,147,48,0,42,29,9,49,5,26,0,26,181,4,0,28,17,4,11,0,14,532,4,387,591,205,182
1985,2,1494,406,18,7,13,10,5,17,0,1,2,3,26,11,77,32,37,13,11,23,1,15,4,4,2,7,277,402,70,365,1129,28,1466,18,592,6,11,867,131,998,365,178,4,1,0,0,24,45,0,704,265,3,81,96,23,10,60,378,1113,3,26,3,29,17,263,13,8,6,12,123,46,5,2,21,17,4,11,24,33,2,26,18,70,7,14,24,4,3,13,0,29,15,129,43,3,42,24,8,50,4,28,0,22,166,3,3,40,17,7,15,2,16,483,10,374,611,212,212
1985,3,1514,404,26,3,12,11,6,23,6,1,4,1,12,17,61,39,28,21,10,19,3,35,0,5,2,2,248,444,71,386,1128,13,1501,22,646,10,7,829,143,985,386,162,1,6,0,0,20,75,2,667,317,1,77,104,40,6,36,388,1125,1,39,3,21,15,224,14,9,3,9,113,38,4,2,24,25,4,11,20,37,2,23,13,86,5,15,33,1,4,6,0,34,9,132,47,0,52,12,10,54,2,28,0,47,197,5,1,38,25,5,8,5,16,521,9,392,576,200,128
1985,4,1425,360,15,4,18,6,4,23,0,2,4,7,24,12,47,33,38,15,15,15,4,22,0,4,0,2,260,419,72,352,1073,23,1402,24,589,8,5,799,136,937,352,165,3,2,0,1,13,52,3,644,293,0,48,106,27,13,55,355,1068,2,29,9,17,17,232,14,9,4,15,97,44,2,2,15,16,0,11,22,38,3,31,16,81,1,15,29,5,3,7,1,26,8,139,41,1,30,9,10,43,4,29,2,29,192,2,1,34,18,10,10,2,12,472,12,357,572,201,104
1985,5,1406,388,26,8,20,6,4,21,1,0,4,10,17,8,49,33,38,9,12,16,3,28,1,2,0,2,248,398,54,357,1049,22,1384,20,591,13,11,771,170,879,357,177,6,2,1,0,18,74,3,596,290,1,53,98,23,8,56,341,1061,4,32,6,23,9,226,10,9,5,10,94,46,3,1,18,21,6,9,24,26,0,32,12,87,8,13,26,0,1,11,0,43,18,111,40,0,44,24,18,30,3,18,2,30,195,4,2,25,13,6,11,1,15,468,8,366,549,179,172
1985,6,1486,409,21,7,18,5,12,15,1,0,2,5,15,3,78,28,39,17,7,25,5,16,2,7,2,4,229,444,70,392,1094,21,1465,20,605,10,5,846,144,950,392,171,3,3,0,0,12,74,3,624,320,1,88,96,14,8,69,370,1115,1,33,6,14,8,245,7,14,2,20,88,28,3,2,29,25,5,15,25,35,0,24,29,83,6,9,31,2,2,9,1,27,14,153,52,0,37,23,17,47,3,24,1,31,199,2,0,28,14,3,9,2,16,470,9,398,593,175,154
1985,7,1702,453,23,1,22,12,4,24,5,2,4,11,27,15,77,38,43,12,5,27,1,25,0,5,0,6,267,514,79,417,1285,16,1686,18,699,17,12,956,175,1110,417,201,4,6,2,0,31,64,4,725,371,0,65,129,28,16,56,403,1298,1,50,3,24,16,280,33,20,5,7,105,49,1,1,31,18,8,7,16,45,2,24,20,104,5,15,31,2,2,8,1,37,11,170,50,2,51,18,12,59,3,14,1,46,207,7,2,32,24,6,16,1,14,576,11,426,675,185,196
1985,8,1707,449,19,9,13,8,5,18,3,3,3,6,25,12,78,37,32,10,9,29,1,20,2,6,1,3,292,521,93,451,1256,29,1678,21,706,14,2,964,158,1098,451,233,3,3,0,0,21,78,2,732,336,0,86,111,30,10,62,442,1265,0,25,4,22,18,283,16,10,2,11,124,51,5,6,16,21,4,7,23,58,1,37,14,102,6,18,40,4,6,7,3,39,9,145,50,0,49,34,10,69,4,34,0,37,200,5,1,40,22,3,9,3,10,545,9,456,687,238,216
1985,9,1530,398,24,7,24,11,13,22,3,0,3,3,26,12,59,37,41,12,12,20,2,24,1,2,0,3,218,478,75,395,1135,19,1511,25,615,11,11,868,168,967,395,170,5,1,3,0,17,56,2,674,333,1,63,104,23,9,69,389,1141,0,32,4,22,21,220,23,6,1,11,103,50,2,2,19,34,5,11,19,41,7,38,13,91,4,13,40,1,6,8,2,37,9,142,37,0,50,31,6,54,2,16,2,30,190,4,1,29,23,5,11,2,14,525,7,408,576,191,154
1985,10,1550,409,17,5,14,7,11,11,1,1,0,3,28,8,66,34,35,17,12,21,4,20,1,8,2,2,214,521,78,427,1123,16,1534,23,652,11,8,856,139,984,427,177,2,6,4,0,11,74,3,682,314,1,79,114,24,6,53,368,1178,4,32,3,20,19,234,17,7,3,16,109,51,2,2,13,22,6,12,26,32,2,30,15,85,8,19,33,4,5,7,2,31,12,155,47,0,46,22,5,52,3,32,1,28,177,8,3,40,22,10,18,2,14,490,11,439,596,196,92
1985,11,1509,383,19,6,19,6,10,16,2,2,1,11,20,9,76,43,26,15,9,6,2,27,3,3,0,5,237,481,72,410,1099,23,1486,22,629,11,1,846,137,962,410,188,3,5,0,0,14,68,1,647,306,0,74,95,23,12,73,388,1120,1,28,2,29,11,248,16,9,0,10,121,54,6,0,14,32,5,8,17,43,4,31,6,78,3,12,28,2,2,11,6,39,14,130,33,1,58,31,9,29,2,36,0,31,174,5,2,36,18,9,12,4,10,500,8,422,569,152,180
1985,12,1535,400,17,7,23,10,5,26,4,7,1,7,22,18,67,39,45,14,13,23,7,28,2,6,0,11,205,471,57,430,1105,16,1519,18,640,17,13,847,150,955,430,146,5,4,1,0,34,44,1,716,293,0,82,111,31,14,53,364,1168,3,33,4,27,18,288,22,10,0,16,121,55,8,4,2,29,7,17,28,31,6,39,15,106,30,16,35,3,4,6,1,45,4,9,39,0,39,26,19,45,1,38,0,30,170,4,1,43,21,7,12,1,8,492,11,445,579,163,258
1986,1,1626,395,22,6,13,3,12,19,1,2,3,8,18,15,100,49,33,17,4,24,2,52,5,7,1,7,243,501,64,399,1227,23,1603,24,716,11,8,867,154,1073,399,192,6,1,0,0,17,47,4,774,299,1,68,119,27,17,54,418,1207,1,27,6,14,15,264,11,8,5,22,120,55,4,4,75,12,4,12,20,33,0,26,10,90,9,19,30,0,10,8,0,32,9,193,40,1,47,22,11,58,3,30,5,28,136,3,1,42,23,10,17,2,12,573,17,407,617,211,182
1986,2,1477,370,19,3,20,7,10,17,1,1,2,7,30,19,88,35,27,9,17,18,2,25,0,4,1,3,197,480,65,368,1109,19,1458,19,652,12,3,791,148,961,368,170,0,3,3,2,18,61,5,669,316,1,56,88,22,16,47,366,1110,1,39,2,22,17,231,11,10,5,16,100,64,1,1,72,14,3,8,12,45,0,28,17,70,6,19,32,0,3,9,2,22,11,142,33,1,37,19,13,53,4,16,0,34,167,1,0,23,21,11,8,2,9,513,13,377,565,204,166
1986,3,1736,424,32,8,18,4,6,26,2,2,5,2,29,9,89,43,40,10,11,25,2,23,1,8,2,4,246,592,73,443,1293,24,1712,33,775,17,11,900,176,1117,443,213,3,2,2,3,22,50,0,802,352,1,72,107,35,12,60,401,1331,4,34,2,24,19,266,20,12,3,13,127,64,4,3,85,25,2,6,18,49,2,33,14,83,7,13,41,0,3,10,5,41,10,160,39,1,32,27,23,46,2,32,2,38,220,4,0,32,22,14,4,0,16,610,16,452,642,204,148
1986,4,1633,401,26,5,14,8,8,15,6,1,1,4,25,9,94,36,36,18,12,32,7,21,0,6,1,2,227,560,58,431,1202,20,1613,29,670,12,8,914,169,1033,431,198,6,4,7,0,30,52,3,743,330,1,55,111,22,12,59,387,1243,3,33,4,30,11,249,20,10,2,10,114,52,8,2,86,14,4,6,24,39,3,31,12,70,5,15,36,0,6,11,3,44,12,182,35,0,54,18,9,27,3,19,0,45,194,9,1,21,22,12,12,4,18,525,9,431,650,227,232
1986,5,1730,438,20,6,18,5,19,27,0,1,4,8,35,15,96,46,49,15,15,22,1,25,1,8,1,3,255,534,63,414,1316,25,1705,24,764,16,6,920,167,1149,414,209,7,6,1,1,35,58,1,796,329,0,67,131,21,12,56,410,1319,1,38,5,24,22,274,27,8,3,19,108,40,4,4,89,30,2,10,21,48,2,29,27,82,10,19,24,0,6,12,0,34,12,148,36,1,33,29,8,62,0,32,1,50,208,7,1,42,14,8,13,4,18,622,15,422,653,181,206
1986,6,1712,425,22,5,24,9,11,15,1,2,2,7,24,8,88,39,36,11,7,27,5,29,2,4,0,4,268,566,71,430,1282,17,1695,11,763,12,9,917,175,1107,430,214,7,3,0,0,16,74,1,777,352,2,68,114,30,7,47,405,1306,1,34,2,45,21,250,20,12,2,20,120,56,5,2,97,35,6,6,20,60,3,32,11,75,9,15,35,1,5,11,0,32,13,151,47,0,55,18,15,50,3,29,1,25,203,5,1,26,12,7,8,1,5,617,11,438,641,204,120
1986,7,1938,515,30,2,20,6,9,22,3,0,7,4,29,12,91,50,44,15,10,32,3,29,1,4,2,1,298,633,66,497,1441,31,1907,28,879,14,8,1009,192,1249,497,247,2,1,0,0,19,94,1,811,396,0,100,126,40,30,71,422,1513,3,48,5,24,21,292,29,15,3,13,134,50,2,4,122,30,5,14,26,46,2,43,17,109,14,12,46,1,4,7,3,34,20,180,46,0,54,35,23,16,3,27,1,42,220,7,1,49,21,5,11,2,22,703,15,506,692,237,148
1986,8,1937,515,21,2,19,9,7,17,0,2,3,7,23,10,99,58,44,12,4,36,3,33,2,3,1,2,283,645,77,500,1437,15,1922,31,856,25,8,1017,170,1267,500,241,6,3,0,0,19,108,0,858,363,2,87,122,43,15,70,462,1473,2,29,9,34,19,320,20,11,1,14,125,53,3,3,99,21,7,8,30,42,2,28,15,114,10,9,42,0,3,8,3,42,16,151,63,0,49,46,15,58,5,17,3,42,251,2,0,36,29,10,15,5,17,650,13,506,751,237,240
1986,9,1866,501,31,9,24,6,8,18,1,1,8,9,24,9,83,39,42,11,5,18,8,20,0,9,0,1,273,632,76,513,1353,20,1846,20,852,13,10,971,168,1185,513,204,5,1,1,1,24,65,2,878,388,4,67,111,30,16,69,443,1420,3,36,4,30,12,327,22,22,3,13,125,61,6,3,82,23,4,5,33,40,1,39,23,104,6,12,42,0,5,10,1,31,12,174,48,0,54,20,12,50,2,32,1,45,203,5,0,37,18,10,14,4,11,673,12,521,649,206,168
1986,10,1577,365,27,6,10,6,12,14,0,0,4,6,17,9,90,48,34,11,14,15,2,35,1,5,1,1,214,556,74,490,1087,20,1557,26,709,12,8,822,137,950,490,191,4,0,1,0,23,76,2,711,302,0,62,111,28,10,56,414,1163,0,30,3,22,10,266,26,7,3,14,117,50,3,4,16,24,5,7,21,45,3,40,9,95,9,11,40,0,4,9,3,44,9,162,41,0,45,15,19,24,1,26,3,36,161,6,2,40,15,16,14,2,15,515,8,497,542,214,158
