Year,Month,NumCases,Relationship_Acquaintance,Relationship_Boyfriend,Relationship_Boyfriend/Girlfriend,Relationship_Brother,Relationship_Common-Law Husband,Relationship_Common-Law Wife,Relationship_Daughter,Relationship_Employee,Relationship_Employer,Relationship_Ex-Husband,Relationship_Ex-Wife,Relationship_Family,Relationship_Father,Relationship_Friend,Relationship_Girlfriend,Relationship_Husband,Relationship_In-Law,Relationship_Mother,Relationship_Neighbor,Relationship_Sister,Relationship_Son,Relationship_Stepdaughter,Relationship_Stepfather,Relationship_Stepmother,Relationship_Stepson,Relationship_Stranger,Relationship_Unknown,Relationship_Wife,Crime Solved_No,Crime Solved_Yes,Crime Type_Manslaughter by Negligence,Crime Type_Murder or Manslaughter,Victim Race_Asian/Pacific Islander,Victim Race_Black,Victim Race_Native American/Alaska Native,Victim Race_Unknown,Victim Race_White,Perpetrator Sex_Female,Perpetrator Sex_Male,Perpetrator Sex_Unknown,Weapon_Blunt Object,Weapon_Drowning,Weapon_Drugs,Weapon_Explosives,Weapon_Fall,Weapon_Fire,Weapon_Firearm,Weapon_Gun,Weapon_Handgun,Weapon_Knife,Weapon_Poison,Weapon_Rifle,Weapon_Shotgun,Weapon_Strangulation,Weapon_Suffocation,Weapon_Unknown,Victim Sex_Female,Victim Sex_Male,Victim Sex_Unknown,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhodes Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Perpetrator Race_Asian/Pacific Islander,Perpetrator Race_Black,Perpetrator Race_Native American/Alaska Native,Perpetrator Race_Unknown,Perpetrator Race_White,Perpetrator Count,Victim Count
1991,3,1700,372,19,4,14,3,7,21,2,1,2,5,19,17,80,36,27,8,11,9,1,26,1,6,0,5,261,675,68,537,1163,18,1682,34,831,17,16,802,147,1016,537,175,2,3,2,0,17,81,2,882,293,1,54,86,20,10,72,383,1316,1,33,3,33,24,284,17,13,2,33,1,51,2,4,100,31,0,12,0,31,0,38,24,84,10,16,40,3,3,7,2,32,9,218,48,0,58,12,9,54,7,28,0,33,197,1,3,36,18,10,24,2,16,579,11,545,549,296,144
1991,4,1767,398,21,4,20,9,5,18,1,1,5,2,14,12,76,46,13,11,8,20,2,29,2,3,0,3,289,692,63,546,1221,30,1737,32,859,9,13,854,126,1095,546,176,2,2,4,0,14,88,2,927,281,0,75,92,25,10,69,370,1393,4,35,3,13,24,314,12,11,2,37,0,67,1,0,103,23,0,18,0,21,0,43,19,72,8,16,39,1,1,12,4,25,12,221,61,0,60,23,10,63,3,26,0,39,239,4,1,46,13,7,14,1,19,629,4,559,556,325,154
1991,5,1805,351,28,5,14,4,5,27,0,0,1,7,23,12,75,39,24,10,13,21,4,27,0,4,1,4,281,771,54,590,1215,14,1791,34,898,7,14,852,148,1067,590,169,8,1,1,0,16,76,4,984,295,2,57,90,35,9,58,411,1392,2,43,0,33,18,333,18,14,3,47,0,53,1,0,94,32,0,13,0,19,0,43,17,96,6,15,39,1,2,13,2,28,7,222,60,0,51,20,9,70,3,21,1,37,214,5,3,48,13,7,31,0,16,636,9,605,539,298,134
1991,6,1919,412,30,2,15,8,6,18,0,0,3,0,26,12,76,46,11,9,7,27,3,24,0,4,1,4,303,804,68,642,1277,17,1902,27,941,13,16,922,124,1153,642,208,3,5,1,0,23,64,0,996,320,0,78,98,32,9,82,388,1527,4,31,5,37,23,389,30,8,4,31,0,53,1,1,108,30,0,13,0,29,0,48,18,85,13,21,44,1,9,8,5,41,11,231,64,1,58,23,18,54,1,40,2,28,216,5,1,42,16,7,14,1,17,631,9,661,601,379,182
1991,7,2074,463,17,6,24,2,7,16,0,3,2,5,30,11,68,37,19,14,17,18,3,28,2,3,0,0,338,879,62,684,1390,20,2054,42,1051,11,15,955,136,1254,684,225,6,3,0,0,14,60,5,1121,313,3,72,95,49,13,95,425,1644,5,34,3,26,26,371,14,10,3,45,0,62,5,2,115,36,0,13,0,29,0,44,21,98,17,19,54,4,5,7,0,44,10,236,77,1,65,18,14,69,3,32,2,35,267,6,0,44,25,15,46,2,13,743,13,696,609,407,148
1991,8,2189,416,25,4,20,8,5,12,3,2,1,8,29,17,80,52,18,10,8,25,2,22,0,4,1,2,429,926,60,714,1475,35,2154,42,1109,8,23,1007,115,1360,714,216,4,1,0,1,12,100,3,1214,301,2,77,117,33,6,102,447,1740,2,44,1,20,16,411,26,21,3,52,0,70,12,2,150,32,0,21,0,33,0,51,19,102,7,23,46,1,6,19,4,34,9,250,75,0,66,23,21,65,2,35,2,34,274,4,2,54,20,9,18,0,18,782,6,729,654,500,220
1991,9,1996,402,25,4,18,8,7,25,1,3,1,4,31,6,53,46,21,12,9,24,1,25,1,0,0,1,367,838,63,649,1347,19,1977,39,1000,16,14,927,134,1213,649,200,1,3,4,2,19,103,5,1107,270,1,58,108,25,7,83,419,1576,1,34,7,29,23,376,12,16,4,36,0,71,5,0,115,24,0,13,0,32,0,48,19,98,10,22,54,1,7,13,3,40,7,231,79,2,53,19,13,53,3,28,1,33,252,9,0,48,22,13,17,1,25,695,13,657,606,426,176
1991,10,1963,405,17,1,14,8,6,15,1,0,2,5,25,13,60,40,22,7,13,19,3,18,1,5,0,0,367,837,59,659,1304,19,1944,32,980,11,15,925,139,1165,659,218,5,1,1,0,13,97,1,1094,284,1,57,102,24,10,55,396,1565,2,38,2,19,31,392,13,20,4,43,0,70,4,2,113,20,0,9,0,34,0,64,16,75,12,15,46,3,5,15,5,36,3,209,68,0,61,24,18,65,2,17,0,29,264,4,1,49,14,7,22,0,14,679,6,675,589,407,290
1991,11,1793,384,21,2,14,4,4,27,2,3,2,1,30,10,78,36,26,6,9,16,2,30,1,2,0,1,298,725,59,592,1201,25,1768,32,891,15,22,833,126,1075,592,187,2,1,0,0,22,70,0,973,291,0,59,92,25,10,61,389,1402,2,29,6,20,22,323,21,13,3,44,0,57,7,2,89,26,0,14,0,27,0,51,10,74,7,13,41,0,6,14,2,35,7,195,80,0,67,23,16,55,6,44,3,35,207,9,1,54,13,6,15,1,15,624,11,610,533,312,186
1991,12,2082,444,33,8,18,1,9,25,0,0,0,6,31,16,73,48,37,15,17,19,6,28,1,3,3,7,309,860,65,668,1414,29,2053,34,1025,12,15,996,184,1230,668,220,3,2,2,1,27,106,4,1129,277,0,78,130,21,6,76,465,1616,1,56,3,20,29,373,18,16,6,41,0,67,4,1,101,19,0,6,250,32,0,63,15,110,14,25,48,1,3,16,5,44,11,20,54,0,75,15,16,62,1,40,1,31,242,2,0,68,24,14,16,4,19,716,4,675,668,369,232
1992,1,1903,358,17,2,13,5,9,30,4,2,0,3,31,7,62,34,23,8,13,10,6,34,3,5,0,0,297,870,57,635,1268,33,1870,33,993,18,8,851,115,1153,635,183,4,1,1,1,26,112,3,1037,244,2,61,108,25,18,77,422,1479,2,0,1,23,22,318,16,12,4,35,97,70,1,3,113,25,1,12,0,52,0,53,10,92,10,22,37,1,3,9,3,36,10,205,62,6,56,17,12,59,5,36,1,39,211,5,0,52,23,6,16,1,13,668,10,645,567,310,198
1992,2,1757,324,14,3,14,8,15,18,0,2,1,4,19,5,85,48,19,10,14,21,2,36,0,1,0,2,270,783,39,578,1179,29,1728,27,892,11,9,818,110,1069,578,150,6,5,3,0,18,87,3,982,251,1,45,103,25,14,64,389,1367,1,0,3,17,10,319,16,13,0,39,90,37,3,2,89,30,2,14,0,67,0,53,8,85,10,16,39,1,3,8,0,35,12,185,54,0,55,15,15,68,4,32,0,27,173,0,1,54,26,9,16,2,17,598,6,594,542,323,174
1992,3,1884,379,26,2,16,6,14,21,2,5,2,5,26,10,71,30,27,11,13,18,3,28,2,1,0,1,272,838,55,655,1229,20,1864,27,920,12,13,912,125,1104,655,165,3,3,2,0,24,103,1,1005,282,0,80,105,20,12,79,401,1482,1,0,9,33,22,321,22,18,4,32,96,56,5,5,80,23,1,24,0,62,0,43,10,90,9,12,47,4,4,15,0,36,4,215,61,1,62,17,9,59,1,29,1,51,193,3,0,51,19,11,12,2,17,621,12,672,562,318,272
1992,4,1883,388,13,5,20,7,8,10,0,3,4,2,24,10,72,44,21,10,10,28,4,29,0,3,0,4,322,780,62,611,1272,33,1850,29,921,10,21,902,122,1150,611,184,2,2,4,2,16,99,4,1043,255,2,50,99,29,9,83,395,1487,1,0,1,29,22,335,28,13,3,30,111,51,4,2,109,34,2,9,0,50,0,43,7,87,3,10,35,2,6,17,2,36,10,186,69,0,65,15,14,69,1,29,0,39,194,7,2,57,16,6,18,5,19,652,10,633,569,364,218
1992,5,1925,371,20,2,10,11,13,7,5,2,2,6,21,14,67,35,21,10,13,19,2,25,3,3,0,0,296,883,64,656,1269,23,1902,29,953,13,11,919,129,1140,656,178,3,2,0,0,11,100,3,1083,292,0,58,90,26,8,71,410,1514,1,0,3,38,17,359,18,17,3,41,87,58,3,1,110,38,0,4,0,67,0,56,13,85,4,14,28,0,2,17,2,41,11,218,55,0,56,29,20,70,3,21,0,31,188,3,1,40,21,11,19,2,17,658,6,675,569,305,214
1992,6,1837,371,32,3,18,5,6,27,0,0,1,6,13,7,66,39,29,7,10,22,5,26,1,6,0,3,275,810,49,587,1250,21,1816,39,894,9,8,887,142,1108,587,173,4,3,0,0,12,74,6,1042,251,0,79,75,29,4,85,373,1462,2,0,5,28,12,344,15,12,2,34,91,78,3,7,108,23,4,11,0,60,0,47,14,74,14,22,45,1,3,7,3,31,7,187,45,1,45,19,9,57,5,25,0,31,201,8,2,42,25,9,19,2,22,634,7,602,572,370,202
1992,7,2138,448,26,1,17,11,13,23,0,4,1,9,28,13,85,53,26,14,10,30,2,35,4,3,0,5,337,876,64,658,1480,26,2112,29,1024,20,17,1048,156,1324,658,224,4,2,1,1,19,84,2,1198,312,0,76,97,27,8,83,471,1662,5,0,4,27,21,403,20,24,1,34,124,71,6,5,125,32,3,12,0,43,0,56,15,79,13,20,42,4,5,7,4,29,15,238,59,2,72,18,7,67,1,40,2,38,227,6,1,49,24,19,21,3,19,735,16,681,687,350,254
1992,8,2105,394,20,3,13,10,12,19,0,1,3,5,26,8,84,46,17,13,11,11,3,37,5,2,0,3,355,932,72,656,1449,24,2081,43,1045,17,20,980,126,1323,656,198,3,3,1,0,16,91,5,1216,305,0,67,86,17,8,89,438,1665,2,0,5,37,30,393,23,15,0,45,129,52,2,2,123,26,1,17,0,47,0,59,18,78,9,16,62,2,3,9,1,30,6,194,82,0,67,20,12,80,3,36,0,38,211,5,2,54,23,9,28,1,31,779,12,685,598,435,248
1992,9,1993,356,23,1,16,6,7,22,0,0,2,2,24,12,71,43,20,11,9,12,3,21,1,3,0,3,304,956,65,711,1282,19,1974,43,982,16,15,937,130,1152,711,203,2,1,1,0,17,98,5,1123,272,2,44,82,30,5,108,430,1562,1,0,2,25,20,362,16,14,3,47,114,64,6,1,133,29,2,18,0,55,0,56,16,79,11,14,43,4,2,6,1,35,6,225,58,1,51,14,16,66,8,35,1,40,202,4,0,35,26,9,17,1,28,677,10,727,551,375,194
1992,10,1866,371,25,3,14,9,12,13,0,0,1,5,21,10,75,34,15,7,5,13,2,19,1,4,0,13,291,848,55,637,1229,21,1845,31,928,10,21,876,122,1107,637,164,3,2,3,1,16,62,6,1102,249,1,62,77,26,7,85,372,1492,2,0,2,26,26,348,14,19,0,45,99,57,3,5,89,36,2,13,0,73,0,46,15,60,24,16,55,0,4,12,1,22,6,205,65,0,53,13,10,52,1,30,1,43,179,4,1,47,24,11,9,0,15,645,6,652,548,319,146
1992,11,1866,336,13,0,17,3,4,16,0,2,1,4,25,11,81,48,21,7,11,23,4,22,2,3,0,1,286,860,65,632,1234,32,1834,37,846,11,12,960,103,1131,632,154,1,2,0,0,21,49,2,1072,256,1,69,111,29,12,87,403,1461,2,0,5,24,25,359,19,11,0,28,102,42,3,4,89,38,4,16,0,53,0,53,10,82,11,17,41,1,6,11,2,44,7,205,53,1,46,15,28,69,2,28,0,36,171,6,1,42,19,8,28,1,19,587,6,650,604,348,216
1992,12,2636,486,27,5,14,11,15,22,0,0,1,10,37,12,119,69,41,18,16,19,9,26,5,8,0,4,366,1219,77,896,1740,27,2609,43,1307,13,25,1248,211,1529,896,220,2,2,3,2,18,105,8,1430,368,4,93,142,32,12,195,576,2050,10,391,4,38,28,334,25,13,0,40,117,45,4,1,94,35,2,12,218,61,0,58,44,94,18,30,45,0,3,18,0,42,7,184,65,0,58,29,11,56,3,30,0,55,209,3,0,58,28,10,16,0,27,924,9,919,757,374,272
1993,1,2012,391,28,6,16,2,13,19,2,7,1,7,36,6,73,51,23,9,10,18,2,27,5,7,0,5,338,843,67,626,1386,34,1978,38,982,13,7,972,131,1255,626,183,2,3,0,0,19,89,3,1179,257,1,61,100,28,3,84,452,1559,1,46,2,32,24,327,19,20,3,27,110,64,4,0,89,30,6,2,16,61,1,54,20,96,14,16,36,0,1,15,1,29,8,225,66,0,58,27,15,78,0,42,3,47,179,3,0,54,15,8,18,1,28,717,9,649,609,359,192
1993,2,1714,334,21,7,15,3,8,20,3,4,1,8,24,12,80,41,20,5,11,17,6,25,2,2,0,7,270,718,50,523,1191,36,1678,42,853,12,13,794,104,1087,523,149,2,1,14,0,14,83,0,969,231,2,56,84,20,13,76,373,1341,0,39,2,21,21,305,19,11,2,27,109,58,2,3,67,26,2,2,27,49,0,42,16,61,8,13,32,0,2,7,2,31,6,172,50,1,51,17,12,57,8,32,2,26,168,5,0,37,23,21,20,0,21,615,10,532,536,315,212
1993,3,1907,427,20,4,13,6,15,26,1,4,3,6,20,9,77,40,17,6,14,15,3,15,3,6,0,5,306,776,70,586,1321,31,1876,30,987,11,18,861,142,1179,586,177,1,2,1,0,19,71,6,1105,243,2,58,83,38,9,92,438,1467,2,32,5,25,20,357,18,9,1,34,109,77,0,0,71,35,1,5,26,75,0,55,12,75,8,19,49,0,0,6,3,39,5,198,49,0,40,21,18,53,1,28,2,30,184,3,0,50,27,10,16,6,11,694,5,602,595,368,174
1993,4,1889,376,24,8,14,8,7,20,1,0,2,7,27,13,81,60,18,8,13,15,8,18,2,5,0,2,289,800,63,561,1328,17,1872,31,944,17,28,869,135,1193,561,152,1,3,1,0,15,71,5,1086,272,0,60,84,31,10,98,433,1446,10,39,5,31,25,335,18,16,3,30,111,54,4,3,79,35,2,10,16,63,2,53,11,83,13,18,46,0,2,9,0,30,10,169,64,0,52,22,5,55,5,38,2,36,185,6,0,48,20,9,16,1,20,693,10,574,592,340,188
1993,5,1981,381,25,3,10,11,12,17,1,0,0,11,26,12,75,59,29,10,15,20,5,24,3,1,1,1,310,866,53,592,1389,27,1954,38,966,10,17,950,163,1226,592,197,4,4,0,1,20,61,1,1126,265,2,76,101,24,13,86,456,1523,2,40,10,35,24,368,23,24,6,40,105,63,4,2,64,29,2,4,20,69,0,56,19,63,8,16,35,0,1,11,0,27,10,209,67,1,54,24,13,63,4,33,4,43,182,2,0,38,25,13,26,2,28,721,12,603,617,326,242
1993,6,2081,373,19,4,19,6,9,23,2,1,0,4,24,8,96,64,19,7,5,20,5,26,7,2,0,0,322,958,58,725,1356,30,2051,38,1019,11,13,1000,143,1213,725,194,1,3,1,0,26,88,1,1167,259,0,64,88,39,12,138,485,1592,4,36,0,27,16,410,15,20,3,34,129,58,1,3,83,31,3,7,18,65,0,51,18,84,7,18,52,0,2,16,1,29,11,203,89,2,41,31,12,59,2,30,0,36,205,5,0,47,37,12,20,2,22,697,7,734,621,364,232
1993,7,2250,428,25,1,19,4,9,20,2,1,0,6,27,18,87,58,22,6,18,21,2,31,2,3,1,5,359,1008,67,770,1480,29,2221,36,1137,13,20,1044,143,1337,770,200,4,1,3,1,13,102,1,1298,268,1,76,111,27,9,135,461,1786,3,44,4,38,18,414,26,29,0,33,100,80,4,3,111,37,3,0,14,81,0,59,15,97,12,26,58,0,9,14,2,43,8,234,70,2,41,29,8,79,8,33,2,50,197,4,0,58,28,10,15,0,10,764,9,788,679,377,250
1993,8,2262,444,20,5,28,7,6,18,2,1,2,6,29,17,99,49,31,6,3,21,0,32,1,3,1,2,378,972,79,712,1550,33,2229,49,1144,14,17,1038,137,1413,712,208,2,4,1,1,10,116,6,1270,300,1,75,111,29,11,117,478,1779,5,42,8,24,22,388,17,23,0,45,116,68,6,4,104,32,8,0,19,82,2,65,22,91,14,14,49,0,2,16,2,37,16,229,75,3,68,23,19,87,3,33,1,49,215,9,0,45,25,15,24,1,26,825,13,731,667,435,216
1993,9,2033,363,20,3,14,7,7,17,0,1,0,4,20,11,76,45,19,7,15,15,5,28,3,3,0,2,324,978,46,697,1336,20,2013,25,1053,5,19,931,118,1218,697,183,3,3,0,0,14,100,7,1193,231,1,61,89,24,5,119,430,1599,4,38,3,34,21,360,13,20,1,40,110,52,3,6,96,33,2,0,22,59,0,52,23,77,15,20,56,0,1,12,4,31,4,230,51,0,46,24,12,74,2,30,1,36,210,8,0,54,22,2,20,3,20,709,7,719,578,381,202
1993,10,2087,403,24,4,19,4,8,17,1,3,3,9,22,10,76,43,24,5,5,14,2,27,1,6,0,5,348,944,60,659,1428,31,2056,45,1053,17,20,952,130,1298,659,178,3,1,1,0,25,95,5,1246,227,1,75,104,18,7,101,436,1646,5,37,9,32,22,391,13,13,2,45,115,63,5,5,87,29,3,0,22,57,1,60,12,100,23,23,48,0,1,10,1,47,6,200,62,0,67,28,10,65,3,33,2,39,195,8,0,39,26,10,17,1,19,767,8,675,618,406,306
1993,11,1992,390,20,4,14,4,13,18,2,0,1,2,19,11,69,52,21,6,12,17,5,30,0,1,0,5,316,903,57,671,1321,29,1963,37,1039,6,22,888,122,1199,671,190,4,2,0,0,23,99,4,1172,204,0,76,85,20,14,99,433,1558,1,33,3,31,23,357,17,26,1,28,92,68,4,0,92,29,1,0,22,63,1,55,21,70,11,23,37,0,5,9,3,39,6,201,76,1,72,24,14,72,0,34,1,39,178,8,0,47,20,9,25,1,17,722,5,685,563,383,196
1993,12,2127,391,21,3,14,4,7,14,1,4,0,8,34,9,78,53,19,11,9,15,1,28,1,4,1,5,318,1009,65,778,1349,27,2100,40,1092,19,15,961,125,1224,778,193,3,2,2,0,21,124,1,1227,241,0,74,96,34,8,101,474,1649,4,51,9,32,28,357,23,11,0,40,123,59,7,3,70,22,2,0,18,76,0,60,21,79,7,28,62,0,5,12,2,51,12,241,77,1,41,31,16,92,5,26,1,37,173,8,13,42,19,10,24,0,21,694,16,787,609,335,276
1994,1,1895,397,20,6,20,6,6,11,1,2,0,8,33,12,71,43,20,5,14,17,2,29,2,6,1,3,291,818,51,583,1312,25,1870,36,956,12,9,882,132,1180,583,150,3,2,1,0,13,73,1,1151,248,0,66,81,25,10,71,411,1483,1,47,2,29,20,333,16,15,2,36,97,47,0,5,90,29,1,0,7,64,2,43,13,86,12,20,39,0,1,17,1,23,13,181,84,0,55,18,17,63,2,38,0,41,177,4,1,52,28,3,21,0,13,699,18,594,571,423,202
1994,2,1768,360,19,3,11,4,10,20,0,0,3,7,20,18,76,35,19,8,14,14,4,25,2,5,0,2,278,756,55,539,1229,30,1738,29,904,7,18,810,129,1100,539,144,0,4,1,0,19,61,2,1082,213,2,51,76,21,10,82,391,1372,5,33,3,29,24,308,12,12,0,29,102,44,4,1,92,30,1,0,8,85,1,34,16,72,14,18,39,0,1,11,3,29,13,162,65,0,53,31,10,49,7,24,2,31,172,7,0,50,16,6,14,1,18,655,10,549,536,387,250
1994,3,2032,386,23,9,17,11,10,16,0,0,1,10,30,16,77,38,19,8,13,21,8,29,1,3,0,3,296,917,70,633,1399,42,1990,39,1037,15,16,925,149,1250,633,171,2,2,0,1,29,89,2,1202,237,0,68,91,33,10,95,420,1610,2,37,0,32,26,329,11,17,1,37,129,67,2,2,121,39,2,0,7,72,3,52,29,84,14,15,56,0,4,12,0,29,8,193,69,0,64,16,14,52,4,29,0,44,200,6,0,45,23,8,27,1,20,765,5,649,593,433,256
1994,4,1909,378,16,7,11,8,13,23,1,2,0,1,27,9,76,46,26,8,10,17,1,20,0,4,0,0,315,823,67,587,1322,27,1882,39,1011,10,8,841,133,1189,587,188,6,2,1,2,5,55,0,1163,252,1,51,72,27,11,73,399,1509,1,39,1,33,26,335,13,20,1,34,98,72,10,5,108,25,4,0,9,67,2,56,19,74,16,13,45,0,1,20,0,32,16,178,65,0,44,16,11,45,5,26,2,40,155,4,0,61,30,9,22,2,31,708,9,602,559,356,130
1994,5,1879,361,23,7,20,6,5,6,0,1,1,5,25,13,67,49,27,5,15,13,3,15,1,1,0,4,294,865,47,622,1257,26,1853,38,974,10,16,841,138,1119,622,175,1,0,2,0,16,76,2,1103,225,0,66,78,18,12,105,386,1493,0,36,4,25,28,314,14,15,3,31,112,68,4,1,112,27,2,0,13,84,2,44,14,77,6,15,43,0,2,18,2,44,11,149,66,0,45,24,16,64,3,48,0,25,176,3,0,46,22,2,18,1,20,663,6,644,546,314,178
1994,6,1920,390,22,4,19,8,12,12,1,2,2,9,26,7,73,50,23,11,5,13,1,36,2,5,0,9,251,874,53,610,1310,25,1895,26,1003,7,16,868,128,1182,610,201,2,1,1,0,24,76,1,1060,250,2,64,91,27,11,109,393,1525,2,48,8,27,23,323,17,21,0,30,115,58,3,2,111,29,3,0,5,71,2,52,19,69,9,19,49,0,4,11,1,45,12,197,54,0,56,19,12,69,5,20,1,46,154,7,0,43,25,10,16,0,17,684,3,626,590,341,260
1994,7,2082,408,21,7,23,4,8,20,0,0,1,8,38,9,62,54,17,13,5,23,5,22,0,3,0,6,335,947,43,638,1444,27,2055,34,1054,16,12,966,121,1323,638,195,3,4,3,0,11,85,7,1241,269,0,70,95,22,5,72,440,1640,2,45,1,43,20,336,16,22,1,38,106,55,4,2,117,40,6,0,7,78,5,53,18,81,17,22,50,0,2,13,0,44,11,212,61,0,49,30,19,65,4,34,0,35,192,8,0,53,28,13,24,2,24,735,13,660,650,390,216
1994,8,2100,421,19,4,16,7,6,22,2,1,0,4,40,8,69,44,29,4,7,19,6,18,1,4,0,3,331,948,67,638,1462,29,2071,35,1005,19,10,1031,130,1332,638,188,2,2,1,0,20,73,1,1274,242,0,66,95,22,1,113,439,1659,2,38,6,41,21,366,17,18,4,33,111,60,4,5,112,37,9,0,10,65,3,49,15,94,10,20,44,0,1,19,3,32,11,198,70,0,58,27,23,63,3,36,0,36,199,6,0,66,27,13,17,0,19,738,20,652,671,467,234
1994,9,1923,389,9,8,11,7,4,15,2,1,2,5,24,8,57,41,22,6,13,10,1,32,3,3,0,2,315,872,61,603,1320,28,1895,31,947,12,18,915,111,1209,603,193,2,2,0,1,16,93,0,1119,206,0,76,79,18,13,105,409,1512,2,46,8,44,37,334,22,20,1,31,104,53,6,2,97,25,6,0,5,70,4,50,12,68,11,25,49,0,0,20,1,27,2,165,66,0,50,20,14,69,2,29,2,41,161,6,0,54,28,10,23,3,19,656,9,619,620,368,178
1994,10,1961,402,19,6,10,8,11,20,1,2,2,5,20,12,78,43,19,9,6,12,4,21,1,3,2,4,298,900,43,635,1326,29,1932,21,978,13,19,930,114,1212,635,155,1,3,0,0,13,104,0,1129,241,1,74,95,26,13,106,395,1561,5,51,7,45,30,367,12,15,0,38,99,58,9,3,99,26,4,0,4,65,2,63,16,83,8,28,56,0,0,9,3,41,7,123,60,1,48,22,12,55,2,28,1,30,213,9,0,39,31,12,23,4,22,658,4,650,627,376,188
1994,11,1816,360,20,2,19,4,5,22,0,0,0,5,17,13,66,48,22,4,6,16,1,21,2,4,2,4,265,833,55,583,1233,24,1792,32,896,4,11,873,102,1131,583,169,1,3,0,2,15,117,2,976,203,3,70,86,25,10,134,382,1432,2,39,3,30,21,289,24,22,1,39,98,56,5,5,90,39,7,0,5,76,3,52,15,69,10,19,47,0,3,7,1,32,8,142,61,0,48,17,12,65,2,32,0,38,172,5,0,45,28,13,19,2,14,631,6,595,570,320,168
1994,12,1961,359,25,2,9,6,8,19,0,2,0,8,18,21,66,45,25,12,6,7,7,25,0,3,0,4,264,976,44,694,1267,35,1926,33,958,14,13,943,127,1140,694,172,4,5,1,1,21,109,3,1099,237,2,64,98,26,12,107,385,1573,3,42,1,60,27,328,13,23,0,41,107,61,2,7,74,49,3,0,6,68,3,68,19,89,17,18,37,0,0,19,1,36,3,162,64,0,53,19,18,75,5,20,1,42,150,5,5,51,31,11,23,4,22,629,11,709,590,313,180
1995,1,1773,333,16,4,11,5,4,17,0,0,2,5,34,6,47,39,24,8,8,20,5,27,3,2,0,1,286,821,45,577,1196,20,1753,41,838,21,13,860,113,1083,577,169,3,2,5,0,14,91,4,1022,200,1,61,79,18,16,88,391,1381,1,39,5,49,29,292,21,6,0,31,100,60,3,4,63,33,5,0,17,70,4,61,22,68,13,23,27,0,2,15,2,44,7,150,63,0,40,18,14,61,3,26,0,54,153,4,1,40,13,8,9,1,24,602,11,596,540,379,232
1995,2,1451,248,12,4,13,2,9,25,3,3,0,2,30,8,43,45,15,7,16,13,2,19,3,4,1,3,219,649,53,433,1018,18,1433,27,679,9,14,722,108,910,433,146,3,4,0,0,14,67,1,827,176,2,41,77,18,15,60,374,1076,1,26,6,27,20,246,26,17,2,20,74,35,1,2,50,24,2,0,17,56,6,38,16,62,8,13,34,1,5,9,1,31,8,96,60,1,38,17,6,60,1,25,1,30,146,7,0,34,26,2,18,0,11,488,12,443,497,239,200
1995,3,1655,360,18,3,7,6,6,16,0,2,2,6,28,9,57,41,22,7,10,11,2,22,3,2,0,0,246,700,69,481,1174,29,1626,29,789,11,12,814,121,1053,481,193,3,3,2,0,8,66,2,957,179,1,53,89,15,9,75,392,1262,1,38,2,49,21,287,16,13,3,28,85,51,4,0,67,37,6,0,24,67,0,42,13,60,24,15,45,3,4,14,2,30,13,126,59,0,41,20,10,62,2,21,0,38,130,3,0,36,22,7,13,2,19,570,8,507,551,321,220
1995,4,1751,333,17,1,6,4,5,23,0,4,0,0,25,4,55,43,20,5,11,20,0,20,1,4,1,2,391,697,59,474,1277,15,1736,36,824,14,22,855,99,1178,474,168,2,2,154,0,9,65,7,887,231,2,52,54,26,7,85,469,1281,1,25,2,22,21,291,20,20,2,28,83,42,6,5,61,38,2,0,19,48,2,44,15,63,20,21,37,2,0,10,2,27,7,112,46,1,43,177,9,70,5,27,0,39,136,8,2,36,26,10,18,1,27,558,10,490,666,641,1686
1995,5,1710,373,13,2,11,4,11,17,1,1,2,3,20,13,51,42,13,9,10,19,6,28,1,3,0,1,275,745,36,518,1192,36,1674,29,886,16,15,764,100,1092,518,177,4,1,1,0,26,76,2,965,224,2,49,89,15,10,69,369,1341,0,37,2,42,13,299,15,10,2,36,116,54,7,6,74,43,1,0,23,54,2,43,8,76,25,25,51,1,2,10,1,34,4,114,58,0,42,23,11,46,0,23,1,36,139,4,2,45,21,9,19,1,13,617,15,535,530,317,152
1995,6,1746,383,18,6,15,7,10,9,0,2,1,8,21,9,51,42,9,6,11,22,2,21,0,1,0,1,243,804,44,557,1189,32,1714,27,872,12,22,813,89,1100,557,175,5,5,0,1,18,80,1,994,210,0,52,92,23,13,77,392,1349,5,45,2,37,22,281,19,7,0,24,104,50,4,6,75,27,4,0,20,60,3,57,13,75,10,21,29,1,1,18,1,36,13,165,57,0,62,15,13,54,1,27,2,34,149,9,1,37,20,11,23,1,23,604,9,580,530,353,184
